
--------------------------------------------
Table_name: final_match_Spain_England_events_details__minutewise, match_id: 3943043, period: 01, minute: 021
--------------------------------------------
1 | Ball Receipt | 21:56 | Álvaro Borja Morata Martín | Incomplete | [50.0, 25.3] | Center Forward | England | N/A  
22 | pressure | 00:22 | Marc Guehi | applied pressure | Left Center Back | 8.6, 23.9 | England | - | 
22 | ball receipt | 00:22 | Daniel Olmo Carvajal | received ball | Center Attacking Midfield | 44.3, 23.7 | Spain | - | 
22 | pass | 00:22 | Declan Rice | passed ball | Left Defensive Midfield | 75.0, 55.4 | England | - | 
22 | duel | 00:22 | Daniel Olmo Carvajal | lost aerial duel | Center Attacking Midfield | 45.1, 24.7 | Spain | - | 
22 | ball receipt | 00:22 | Phil Foden | received ball | Center Attacking Midfield | 84.9, 51.6 | England | - | 
22 | pass | 00:22 | Aymeric Laporte | passed ball | Left Center Back | 29.7, 27.4 | Spain | - | 
22 | pressure | 00:22 | Kyle Walker | applied pressure | Right Back | 70.8, 65.2 | England | - | 
22 | pass | 00:22 | Nicholas Williams Arthuer | passed ball | Left Wing | 47.6, 15.1 | Spain | - | 
22 | carry | 00:22 | Álvaro Borja Morata Martín | carried ball | Center Forward | 51.3, 23.6 | Spain | - | 
22 | pressure | 00:22 | John Stones | applied pressure | Right Center Back | 68.2, 62.8 | England | - | 
22 | pressure | 00:22 | Kobbie Mainoo | applied pressure | Right Defensive Midfield | 71.5, 64.4 | England | - | 
22 | miscontrol | 00:22 | Álvaro Borja Morata Martín | miscontrolled ball | Center Forward | 49.3, 15.1 | Spain | - | 
22 | ball recovery | 00:22 | John Stones | attempted ball recovery | Right Center Back | 70.3, 66.6 | England | - | 
22 | pressure | 00:22 | Álvaro Borja Morata Martín | applied pressure | Center Forward | 49.8, 12.0 | Spain | - | 
22 | pass | 00:22 | Marc Cucurella Saseta | threw-in | Left Back | 54.5, 0.1 | Spain | - | 
22 | ball receipt | 00:22 | Fabián Ruiz Peña | received ball | Left Defensive Midfield | 59.0, 8.8 | Spain | - | 
22 | pass | 00:22 | Fabián Ruiz Peña | passed ball | Left Defensive Midfield | 59.0, 8.8 | Spain | - | 
22 | ball receipt | 00:22 | Marc Cucurella Saseta | received ball | Left Back | 55.9, 2.3 | Spain | - | 
22 | pass | 00:22 | Marc Cucurella Saseta | passed ball | Left Back | 55.9, 2.3 | Spain | - | 
22 | ball receipt | 00:22 | Álvaro Borja Morata Martín | received ball | Center Forward | 73.8, 13.1 | Spain | - | 
22 | duel | 00:22 | John Stones | lost aerial duel | Right Center Back | 45.4, 65.0 | England | - | 
22 | pass | 00:22 | Álvaro Borja Morata Martín | passed ball | Center Forward | 74.7, 15.1 | Spain | - | 
22 | ball receipt | 00:22 | Nicholas Williams Arthuer | received ball | Left Wing | 80.8, 21.0 | Spain | - | 
22 | carry | 00:22 | Nicholas Williams Arthuer | carried ball | Left Wing | 80.8, 21.0 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 83.9, 63.2 | Spain | - | 
22 | ball receipt | 00:22 | Daniel Olmo Carvajal | received ball | Center Attacking Midfield | 110.0, 36.0 | Spain | - | 
22 | carry | 00:22 | Daniel Olmo Carvajal | carried ball | Center Attacking Midfield | 93.4, 51.7 | Spain | - | 
22 | pass | 00:22 | Daniel Olmo Carvajal | passed ball | Center Attacking Midfield | 93.4, 51.7 | Spain | - | 
22 | ball receipt | 00:22 | Lamine Yamal Nasraoui Ebana | received ball | Right Wing | 97.6, 58.2 | Spain | - | 
22 | carry | 00:22 | Lamine Yamal Nasraoui Ebana | carried ball | Right Wing | 97.6, 58.2 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Yamal Nasraoui Ebana | passed ball | Right Wing | 110.7, 58.5 | Spain | - | 
22 | pass | 00:22 | Lamine Y
--------------------------------------------
Table_name: final_match_Spain_England_events_details__minutewise, match_id: 3943043, period: 01, minute: 023
--------------------------------------------
1 | foul committed | 00:23 | Daniel Carvajal Ramos | committed a foul | Right Back | Right Back | Bukayo Saka | result not specified  
2 | foul won | 00:23 | Bukayo Saka | won a foul | Right Wing | Right Wing | Daniel Carvajal Ramos | result not specified  
3 | pass | 00:23 | Lamine Yamal Nasraoui Ebana | made a corner pass | Right Wing | Right Wing | Nicholas Williams Arthuer | result not specified  
4 | ball receipt | 00:23 | Nicholas Williams Arthuer | received the ball | Left Wing | Left Wing | Lamine Yamal Nasraoui Ebana | result not specified  
5 | pass | 00:23 | Nicholas Williams Arthuer | made a high pass | Left Wing | Left Wing | Aymeric Laporte | result incomplete  
6 | ball receipt | 00:23 | Aymeric Laporte | received the ball | Left Center Back | Left Center Back | Nicholas Williams Arthuer | result incomplete  
7 | clearance | 00:23 | John Stones | cleared the ball | Right Center Back | Right Center Back | Aymeric Laporte | result not specified  
8 | ball recovery | 00:23 | Bukayo Saka | recovered the ball | Right Wing | Right Wing | John Stones | result not specified  
9 | carry | 00:23 | Bukayo Saka | carried the ball | Right Wing | Right Wing | result not specified | result not specified  
10 | pressure | 00:23 | Daniel Carvajal Ramos | applied pressure | Right Back | Right Back | Bukayo Saka | result not specified  
--------------------------------------------
Table_name: final_match_Spain_England_events_details__minutewise, match_id: 3943043, period: 01, minute: 024
--------------------------------------------
1 | foul won | 24:38 | Fabián Ruiz Peña | won a foul | Left Defensive Midfield | Left Defensive Midfield | Harry Kane | none  
2 | ball receipt | 24:38 | Phil Foden | received the ball | Center Attacking Midfield | Center Attacking Midfield | none | incomplete  
3 | foul committed | 24:38 | Harry Kane | committed a foul | Center Forward | Center Forward | Fabián Ruiz Peña | yellow card  
4 | pass | 24:02 | John Stones | passed the ball | Right Center Back | Right Center Back | Bukayo Saka | incomplete  
5 | ball receipt | 24:05 | Bukayo Saka | received the ball | Right Wing | Right Wing | none | incomplete  
6 | duel | 24:05 | Bukayo Saka | lost an aerial duel | Right Wing | Right Wing | none | none  
7 | pass | 24:05 | Marc Cucurella Saseta | intercepted the ball | Left Back | Left Back | Nicholas Williams Arthuer | none  
8 | pressure | 24:07 | Kobbie Mainoo | applied pressure | Right Defensive Midfield | Right Defensive Midfield | none | none  
9 | ball receipt | 24:07 | Nicholas Williams Arthuer | received the ball | Left Wing | Left Wing | none | none  
